Time,Voltage
7.11,1.871120453
7.12,1.862592697
7.13,1.870409012
7.14,1.861883163
7.15,1.864725113
7.16,1.880357742
7.17,1.872541428
7.18,1.880357742
7.19,1.871120453
7.2,1.873252869
7.21,1.888174057
7.22,1.881778717
7.23,1.888885498
7.24,1.880357742
7.25,1.883911133
7.26,1.897413254
7.27,1.889596939
7.28,1.899543762
7.29,1.888174057
7.3,1.891727448
7.31,1.90594101
7.32,1.898122787
7.33,1.90594101
7.34,1.898122787
7.35,1.900255203
7.36,1.913757324
7.37,1.908071518
7.38,1.916599274
7.39,1.90594101
7.4,1.908782959
7.41,1.923706055
7.42,1.918020248
7.43,1.924415588
7.44,1.912336349
7.45,1.918020248
7.46,1.930810928
7.47,1.924415588
7.48,1.932231903
7.49,1.922994614
7.5,1.925836563
7.51,1.940759659
7.52,1.933654785
7.53,1.943601608
7.54,1.930810928
7.55,1.93507576
7.56,1.947154999
7.57,1.943601608
7.58,1.949998856
7.59,1.940759659
7.6,1.94502449
7.61,1.957103729
7.62,1.949287415
7.63,1.95781517
7.64,1.949287415
7.65,1.953550339
7.66,1.965631485
7.67,1.956394196
7.68,1.967763901
7.69,1.956394196
7.7,1.96065712
7.71,1.974159241
7.72,1.965631485
7.73,1.976289749
7.74,1.966342926
7.75,1.969894409
7.76,1.984107971
7.77,1.974159241
7.78,1.985528946
7.79,1.974868774
7.8,1.97984314
7.81,1.991212845
7.82,1.98623848
7.83,1.99263382
7.84,1.98339653
7.85,1.986949921
7.86,2.000452042
7.87,1.994766235
7.88,1.999740601
7.89,1.989082336
7.9,1.995477676
7.91,2.008268356
7.92,2.001161575
7.93,2.009689331
7.94,2.000452042
7.95,2.004714966
7.96,2.015375137
7.97,2.011821747
7.98,2.018217087
7.99,2.006847382
8,2.012531281
8.01,2.023900986
8.02,2.018217087
8.03,2.026744843
8.04,2.016084671
8.05,2.021770477
8.06,2.031719208
8.07,2.027454376
8.08,2.033849716
8.09,2.02532196
8.1,2.029586792
8.11,2.042377472
8.12,2.034561157
8.13,2.040956497
8.14,2.033849716
8.15,2.037403107
8.16,2.048772812
8.17,2.042377472
8.18,2.046640396
8.19,2.040956497
8.2,2.045219421
8.21,2.056589127
8.22,2.049484253
8.23,2.058721542
8.24,2.049484253
8.25,2.053037643
8.26,2.065116882
8.27,2.058721542
8.28,2.065828323
8.29,2.058721542
8.3,2.060853958
8.31,2.071512222
8.32,2.066537857
8.33,2.073644638
8.34,2.064407349
8.35,2.069381714
8.36,2.081460953
8.37,2.074354172
8.38,2.080039978
8.39,2.074354172
8.4,2.078619003
8.41,2.090698242
8.42,2.083593369
8.43,2.089988708
8.44,2.082172394
8.45,2.086435318
8.46,2.098516464
8.47,2.091409683
8.48,2.096384048
8.49,2.092121124
8.5,2.093542099
8.51,2.106332779
8.52,2.09709549
8.53,2.106332779
8.54,2.098516464
8.55,2.102779388
8.56,2.112728119
8.57,2.106332779
8.58,2.114149094
8.59,2.106332779
8.6,2.109886169
8.61,2.122676849
8.62,2.11343956
8.63,2.121255875
8.64,2.115570068
8.65,2.119123459
8.66,2.12978363
8.67,2.121965408
8.68,2.131204605
8.69,2.121965408
8.7,2.126939774
8.71,2.138309479
8.72,2.130493164
8.73,2.137599945
8.74,2.131204605
8.75,2.134046555
8.76,2.147548676
8.77,2.13617897
8.78,2.146837234
8.79,2.140441895
8.8,2.141153336
8.81,2.153232574
8.82,2.14541626
8.83,2.154653549
8.84,2.147548676
8.85,2.151100159
8.86,2.162471771
8.87,2.153944016
8.88,2.16176033
8.89,2.154653549
8.9,2.159627914
8.91,2.170288086
8.92,2.16176033
8.93,2.168867111
8.94,2.163892746
8.95,2.166023254
8.96,2.176683426
8.97,2.168867111
8.98,2.178104401
8.99,2.171709061
9,2.17455101
9.01,2.185211182
9.02,2.17739296
9.03,2.185211182
9.04,2.178104401
9.05,2.183078766
9.06,2.19373703
9.07,2.183078766
9.08,2.19373703
9.09,2.18734169
9.1,2.189474106
9.11,2.202976227
9.12,2.192316055
9.13,2.200843811
9.14,2.194448471
9.15,2.196580887
9.16,2.210792542
9.17,2.198711395
9.18,2.209371567
9.19,2.201555252
9.2,2.205106735
9.21,2.21647644
9.22,2.207950592
9.23,2.215766907
9.24,2.209371567
9.25,2.211503983
9.26,2.224294662
9.27,2.214345932
9.28,2.225004196
9.29,2.217899323
9.3,2.220029831
9.31,2.234243393
9.32,2.222873688
9.33,2.231399536
9.34,2.225004196
9.35,2.227848053
9.36,2.240638733
9.37,2.231399536
9.38,2.237794876
9.39,2.234243393
9.4,2.234243393
9.41,2.247034073
9.42,2.237794876
9.43,2.247034073
9.44,2.239927292
9.45,2.244901657
9.46,2.254850388
9.47,2.244192123
9.48,2.254138947
9.49,2.249164581
9.5,2.252008438
9.51,2.263378143
9.52,2.252008438
9.53,2.261245728
9.54,2.254138947
9.55,2.259113312
9.56,2.271905899
9.57,2.261245728
9.58,2.271194458
9.59,2.264799118
9.6,2.266931534
9.61,2.278301239
9.62,2.266220093
9.63,2.276878357
9.64,2.269062042
9.65,2.274747849
9.66,2.286827087
9.67,2.274747849
9.68,2.285406113
9.69,2.279010773
9.7,2.282564163
9.71,2.293222427
9.72,2.281143188
9.73,2.291801453
9.74,2.284696579
9.75,2.289670944
9.76,2.301040649
9.77,2.288249969
9.78,2.298196793
9.79,2.293222427
9.8,2.295354843
9.81,2.307435989
9.82,2.296775818
9.83,2.307435989
9.84,2.301040649
9.85,2.30459404
9.86,2.315252304
9.87,2.303882599
9.88,2.314540863
9.89,2.308856964
9.9,2.311698914
9.91,2.32378006
9.92,2.310277939
9.93,2.321647644
9.94,2.315252304
9.95,2.318805695
9.96,2.3301754
9.97,2.318094254
9.98,2.329463959
9.99,2.32378006
10,2.326622009
10.01,2.337282181
10.02,2.325910568
10.03,2.334438324
10.04,2.3301754
10.05,2.33372879
10.06,2.344387054
10.07,2.33372879
10.08,2.343677521
10.09,2.338703156
10.1,2.341545105
10.11,2.34936142
10.12,2.34012413
10.13,2.351493835
10.14,2.345098495
10.15,2.348651886
10.16,2.35931015
10.17,2.347229004
10.18,2.35931015
10.19,2.352203369
10.2,2.356468201
10.21,2.367837906
10.22,2.353626251
10.23,2.364995956
10.24,2.360731125
10.25,2.364284515
10.26,2.374233246
10.27,2.3621521
10.28,2.374233246
10.29,2.367837906
10.3,2.370679855
10.31,2.382049561
10.32,2.369970322
10.33,2.380628586
10.34,2.374233246
10.35,2.379207611
10.36,2.389865875
10.37,2.377786636
10.38,2.387735367
10.39,2.38489151
10.4,2.385602951
10.41,2.39484024
10.42,2.383470535
10.43,2.393419266
10.44,2.390577316
10.45,2.391998291
10.46,2.402658463
10.47,2.39128685
10.48,2.400526047
10.49,2.396972656
10.5,2.399105072
10.51,2.408342361
10.52,2.396972656
10.53,2.408342361
10.54,2.404788971
10.55,2.409053802
10.56,2.416870117
10.57,2.404788971
10.58,2.416870117
10.59,2.411895752
10.6,2.413316727
10.61,2.423974991
10.62,2.411184311
10.63,2.421133041
10.64,2.417579651
10.65,2.422554016
10.66,2.431081772
10.67,2.419002533
10.68,2.429660797
10.69,2.425397873
10.7,2.428949356
10.71,2.438898087
10.72,2.423974991
10.73,2.436056137
10.74,2.430372238
10.75,2.435344696
10.76,2.445293427
10.77,2.431081772
10.78,2.443162918
10.79,2.439609528
10.8,2.443162918
10.81,2.452400208
10.82,2.439609528
10.83,2.449558258
10.84,2.446716309
10.85,2.449558258
10.86,2.458795547
10.87,2.446716309
10.88,2.457374573
10.89,2.452400208
10.9,2.457374573
10.91,2.465902328
10.92,2.453111649
10.93,2.464481354
10.94,2.460216522
10.95,2.463769913
10.96,2.473007202
10.97,2.461637497
10.98,2.469455719
10.99,2.466611862
11,2.471586227
11.01,2.479404449
11.02,2.465902328
11.03,2.477981567
11.04,2.473718643
11.05,2.479404449
11.06,2.485799789
11.07,2.475139618
11.08,2.483667374
11.09,2.480113983
11.1,2.485088348
11.11,2.492904663
11.12,2.480113983
11.13,2.490774155
11.14,2.487220764
11.15,2.491483688
11.16,2.500011444
11.17,2.485799789
11.18,2.499300003
11.19,2.494325638
11.2,2.497169495
11.21,2.506406784
11.22,2.493616104
11.23,2.504985809
11.24,2.500720978
11.25,2.505695343
11.26,2.514223099
11.27,2.500720978
11.28,2.51209259
11.29,2.509960175
11.3,2.512802124
11.31,2.519197464
11.32,2.507827759
11.33,2.517776489
11.34,2.51493454
11.35,2.519197464
11.36,2.527013779
11.37,2.512802124
11.38,2.52488327
11.39,2.522750854
11.4,2.525592804
11.41,2.531988144
11.42,2.519908905
11.43,2.53127861
11.44,2.528436661
11.45,2.532699585
11.46,2.538383484
11.47,2.527013779
11.48,2.538383484
11.49,2.534832001
11.5,2.539094925
11.51,2.54691124
11.52,2.532699585
11.53,2.545490265
11.54,2.541227341
11.55,2.545490265
11.56,2.552597046
11.57,2.542648315
11.58,2.551885605
11.59,2.549043655
11.6,2.55330658
11.61,2.560413361
11.62,2.547622681
11.63,2.557571411
11.64,2.556150436
11.65,2.560413361
11.66,2.566808701
11.67,2.55046463
11.68,2.564676285
11.69,2.561124802
11.7,2.566808701
11.71,2.572494507
11.72,2.558280945
11.73,2.572494507
11.74,2.56609726
11.75,2.573915482
11.76,2.577468872
11.77,2.564676285
11.78,2.577468872
11.79,2.573915482
11.8,2.581020355
11.81,2.585285187
11.82,2.571071625
11.83,2.583864212
11.84,2.57959938
11.85,2.58599472
11.86,2.59239006
11.87,2.576757431
11.88,2.589548111
11.89,2.586706161
11.9,2.593101501
11.91,2.598075867
11.92,2.583864212
11.93,2.596654892
11.94,2.591680527
11.95,2.600208282
11.96,2.604471207
11.97,2.590259552
11.98,2.604471207
11.99,2.600208282
12,2.607313156
12.01,2.611577988
12.02,2.597364426
12.03,2.609445572
12.04,2.605892181
12.05,2.612998962
12.06,2.617261887
12.07,2.603759766
12.08,2.616552353
12.09,2.611577988
12.1,2.619394302
12.11,2.623657227
12.12,2.610866547
12.13,2.621526718
12.14,2.617261887
12.15,2.627210617
12.16,2.629343033
12.17,2.617261887
12.18,2.627922058
12.19,2.623657227
12.2,2.632184982
12.21,2.636447906
12.22,2.622947693
12.23,2.636447906
12.24,2.631473541
12.25,2.640001297
12.26,2.641422272
12.27,2.630764008
12.28,2.640712738
12.29,2.636447906
12.3,2.647108078
12.31,2.647817612
12.32,2.635738373
12.33,2.648529053
12.34,2.642133713
12.35,2.653503418
12.36,2.655635834
12.37,2.642843246
12.38,2.653503418
12.39,2.648529053
12.4,2.659187317
12.41,2.659187317
12.42,2.648529053
12.43,2.661319733
12.44,2.654924393
12.45,2.664161682
12.46,2.667005539
12.47,2.656345367
12.48,2.666294098
12.49,2.661319733
12.5,2.671979904
12.51,2.671979904
12.52,2.661319733
12.53,2.671979904
12.54,2.668426514
12.55,2.676954269
12.56,2.677663803
12.57,2.668426514
12.58,2.679084778
12.59,2.674110413
12.6,2.683349609
12.61,2.685480118
12.62,2.672689438
12.63,2.684059143
12.64,2.679796219
12.65,2.690454483
12.66,2.691165924
12.67,2.681928635
12.68,2.688323975
12.69,2.686191559
12.7,2.695428848
12.71,2.697561264
12.72,2.686903
12.73,2.696849823
12.74,2.691875458
12.75,2.70324707
12.76,2.70324707
12.77,2.691875458
12.78,2.701824188
12.79,2.697561264
12.8,2.708930969
12.81,2.70964241
12.82,2.698272705
12.83,2.708219528
12.84,2.704668045
12.85,2.713193893
12.86,2.713905334
12.87,2.704668045
12.88,2.713905334
12.89,2.710351944
12.9,2.719591141
12.91,2.719591141
12.92,2.708930969
12.93,2.7188797
12.94,2.714616776
12.95,2.726696014
12.96,2.726696014
12.97,2.716747284
12.98,2.726696014
12.99,2.72243309
13,2.732381821
13.01,2.732381821
13.02,2.721721649
13.03,2.733091354
13.04,2.725986481
13.05,2.739486694
13.06,2.740198135
13.07,2.72882843
13.08,2.737356186
13.09,2.73167038
13.1,2.745172501
13.11,2.745172501
13.12,2.733802795
13.13,2.74446106
13.14,2.740198135
13.15,2.7508564
13.16,2.7508564
13.17,2.739486694
13.18,2.748725891
13.19,2.74446106
13.2,2.75725174
13.21,2.755830765
13.22,2.74446106
13.23,2.755121231
13.24,2.750146866
13.25,2.762226105
13.26,2.761516571
13.27,2.752279282
13.28,2.761516571
13.29,2.756542206
13.3,2.767911911
13.31,2.76720047
13.32,2.755830765
13.33,2.767911911
13.34,2.761516571
13.35,2.774307251
13.36,2.77359581
13.37,2.762937546
13.38,2.775018692
13.39,2.767911911
13.4,2.780702591
13.41,2.780702591
13.42,2.769332886
13.43,2.779281616
13.44,2.775018692
13.45,2.787097931
13.46,2.787097931
13.47,2.776439667
13.48,2.784255981
13.49,2.779281616
13.5,2.790651321
13.51,2.791362762
13.52,2.780702591
13.53,2.78993988
13.54,2.784965515
13.55,2.797758102
13.56,2.797758102
13.57,2.787097931
13.58,2.797758102
13.59,2.792783737
13.6,2.804862976
13.61,2.803442001
13.62,2.792072296
13.63,2.802732468
13.64,2.797758102
13.65,2.809837341
13.66,2.809127808
13.67,2.799179077
13.68,2.806283951
13.69,2.802732468
13.7,2.815523148
13.71,2.813390732
13.72,2.804153442
13.73,2.812681198
13.74,2.808416367
13.75,2.821207047
13.76,2.818365097
13.77,2.810548782
13.78,2.821207047
13.79,2.814102173
13.8,2.827602386
13.81,2.824760437
13.82,2.814811707
13.83,2.825471878
13.84,2.820497513
13.85,2.833288193
13.86,2.831867218
13.87,2.821207047
13.88,2.830446243
13.89,2.826181412
13.9,2.838972092
13.91,2.836130142
13.92,2.827602386
13.93,2.837551117
13.94,2.831867218
13.95,2.843946457
13.96,2.842525482
13.97,2.833997726
13.98,2.841104507
13.99,2.836130142
14,2.848920822
14.01,2.848920822
14.02,2.837551117
14.03,2.846790314
14.04,2.842525482
14.05,2.855316162
14.06,2.854606628
14.07,2.845369339
14.08,2.854606628
14.09,2.848920822
14.1,2.861713409
14.11,2.861001968
14.12,2.848920822
14.13,2.859580994
14.14,2.851764679
14.15,2.866685867
14.16,2.865976334
14.17,2.854606628
14.18,2.864555359
14.19,2.858869553
14.2,2.873083115
14.21,2.869529724
14.22,2.858869553
14.23,2.870239258
14.24,2.864555359
14.25,2.87805748
14.26,2.876634598
14.27,2.866685867
14.28,2.877346039
14.29,2.869529724
14.3,2.882320404
14.31,2.880899429
14.32,2.872371674
14.33,2.88445282
14.34,2.875925064
14.35,2.888004303
14.36,2.88445282
14.37,2.877346039
14.38,2.887294769
14.39,2.881608963
14.4,2.892978668
14.41,2.891557693
14.42,2.880899429
14.43,2.89084816
14.44,2.887294769
14.45,2.898664474
14.46,2.8972435
14.47,2.888004303
14.48,2.8972435
14.49,2.892978668
14.5,2.904348373
14.51,2.901506424
14.52,2.892269135
14.53,2.902927399
14.54,2.897953033
14.55,2.910745621
14.56,2.90719223
14.57,2.897953033
14.58,2.90719223
14.59,2.901506424
14.6,2.915008545
14.61,2.912166595
14.62,2.90363884
14.63,2.91358757
14.64,2.905771255
14.65,2.91998291
14.66,2.918561935
14.67,2.90719223
14.68,2.919271469
14.69,2.91358757
14.7,2.924957275
14.71,2.923536301
14.72,2.914297104
14.73,2.924245834
14.74,2.91998291
14.75,2.9292202
14.76,2.927799225
14.77,2.919271469
14.78,2.931352615
14.79,2.924957275
14.8,2.934906006
14.81,2.93277359
14.82,2.924957275
14.83,2.93561554
14.84,2.9292202
14.85,2.939880371
14.86,2.93916893
14.87,2.928510666
14.88,2.94201088
14.89,2.936326981
14.9,2.944854736
14.91,2.94201088
14.92,2.934194565
14.93,2.947696686
14.94,2.939880371
14.95,2.949829102
14.96,2.947696686
14.97,2.93916893
14.98,2.95195961
14.99,2.944143295
15,2.954803467
15.01,2.954092026
15.02,2.944143295
15.03,2.95835495
15.04,2.950538635
15.05,2.961198807
15.06,2.95835495
15.07,2.949117661
15.08,2.963329315
15.09,2.956933975
15.1,2.965461731
15.11,2.964040756
15.12,2.955513
15.13,2.969015121
15.14,2.961198807
15.15,2.971857071
15.16,2.969015121
15.17,2.961198807
15.18,2.97469902
15.19,2.966882706
15.2,2.975410461
15.21,2.973278046
15.22,2.966173172
15.23,2.979673386
15.24,2.971857071
15.25,2.978963852
15.26,2.978252411
15.27,2.970436096
15.28,2.985359192
15.29,2.977542877
15.3,2.986068726
15.31,2.983938217
15.32,2.976119995
15.33,2.990333557
15.34,2.982517242
15.35,2.990333557
15.36,2.987491608
15.37,2.979673386
15.38,2.996017456
15.39,2.986780167
15.4,2.995307922
15.41,2.993886948
15.42,2.986068726
15.43,3.000991821
15.44,2.991754532
15.45,2.999570847
15.46,2.997438431
15.47,2.991754532
15.48,3.005966187
15.49,2.997438431
15.5,3.005966187
15.51,3.002412796
15.52,2.995307922
15.53,3.011651993
15.54,3.003124237
15.55,3.009519577
15.56,3.008098602
15.57,3.002412796
15.58,3.017335892
15.59,3.008098602
15.6,3.014493942
15.61,3.013782501
15.62,3.006677628
15.63,3.022310257
15.64,3.011651993
15.65,3.020889282
15.66,3.018047333
15.67,3.011651993
15.68,3.025152206
15.69,3.018047333
15.7,3.023021698
15.71,3.023731232
15.72,3.017335892
15.73,3.031549454
15.74,3.022310257
15.75,3.029417038
15.76,3.027996063
15.77,3.023021698
15.78,3.037233353
15.79,3.027996063
15.8,3.035812378
15.81,3.032970428
15.82,3.025863647
15.83,3.042919159
15.84,3.030838013
15.85,3.039365768
15.86,3.038654327
15.87,3.032258987
15.88,3.047182083
15.89,3.037944794
15.9,3.045049667
15.91,3.042207718
15.92,3.036523819
15.93,3.051445007
15.94,3.042207718
15.95,3.047893524
15.96,3.047182083
15.97,3.041496277
15.98,3.057130814
15.99,3.047182083
16,3.055709839
16.01,3.051445007
16.02,3.045761108
16.03,3.062105179
16.04,3.052156448
16.05,3.058551788
16.06,3.056419373
16.07,3.051445007
16.08,3.066368103
16.09,3.058551788
16.1,3.064237595
16.11,3.060684204
16.12,3.055709839
16.13,3.072763443
16.14,3.062105179
16.15,3.067079544
16.16,3.066368103
16.17,3.062105179
16.18,3.077028275
16.19,3.067789078
16.2,3.072763443
16.21,3.072053909
16.22,3.064947128
16.23,3.081291199
16.24,3.070632935
16.25,3.077028275
16.26,3.074184418
16.27,3.069921494
16.28,3.083423615
16.29,3.074895859
16.3,3.080581665
16.31,3.078449249
16.32,3.0756073
16.33,3.089818954
16.34,3.080581665
16.35,3.08555603
16.36,3.084133148
16.37,3.079870224
16.38,3.093372345
16.39,3.08555603
16.4,3.091239929
16.41,3.086977005
16.42,3.083423615
16.43,3.097635269
16.44,3.089818954
16.45,3.09479332
16.46,3.092660904
16.47,3.089107513
16.48,3.103321075
16.49,3.094081879
16.5,3.100477219
16.51,3.096925735
16.52,3.093372345
16.53,3.107584
16.54,3.099056244
16.55,3.103321075
16.56,3.101898193
16.57,3.096214294
16.58,3.112558365
16.59,3.103321075
16.6,3.109004974
16.61,3.105451584
16.62,3.10118866
16.63,3.11753273
16.64,3.108295441
16.65,3.113269806
16.66,3.109716415
16.67,3.105451584
16.68,3.121086121
16.69,3.113269806
16.7,3.118242264
16.71,3.11397934
16.72,3.11113739
16.73,3.125349045
16.74,3.114690781
16.75,3.122507095
16.76,3.12037468
16.77,3.116821289
16.78,3.128902435
16.79,3.121086121
16.8,3.128190994
16.81,3.126060486
16.82,3.121795654
16.83,3.134586334
16.84,3.126060486
16.85,3.131744385
16.86,3.128190994
16.87,3.124639511
16.88,3.138139725
16.89,3.131034851
16.9,3.136009216
16.91,3.133165359
16.92,3.13032341
16.93,3.145957947
16.94,3.13671875
16.95,3.140272141
16.96,3.137430191
16.97,3.133165359
16.98,3.151641846
16.99,3.139560699
17,3.147378922
17.01,3.142404556
17.02,3.138139725
17.03,3.153774261
17.04,3.144535065
17.05,3.150930405
17.06,3.14666748
17.07,3.142404556
17.08,3.160169601
17.09,3.150220871
17.1,3.154483795
17.11,3.151641846
17.12,3.148088455
17.13,3.163722992
17.14,3.15306282
17.15,3.15945816
17.16,3.156616211
17.17,3.152353287
17.18,3.168697357
17.19,3.157327652
17.2,3.164432526
17.21,3.160169601
17.22,3.158037186
17.23,3.174381256
17.24,3.160879135
17.25,3.169406891
17.26,3.165143967
17.27,3.163011551
17.28,3.177934647
17.29,3.1658535
17.3,3.173671722
17.31,3.167985916
17.32,3.167274475
17.33,3.182909012
17.34,3.17224884
17.35,3.177934647
17.36,3.17224884
17.37,3.170827866
17.38,3.188592911
17.39,3.175802231
17.4,3.182909012
17.41,3.177223206
17.42,3.175092697
17.43,3.191436768
17.44,3.181488037
17.45,3.188592911
17.46,3.182197571
17.47,3.180067062
17.48,3.194278717
17.49,3.186462402
17.5,3.191436768
17.51,3.185750961
17.52,3.185041428
17.53,3.200674057
17.54,3.190015793
17.55,3.196411133
17.56,3.191436768
17.57,3.188592911
17.58,3.205648422
17.59,3.192857742
17.6,3.198541641
17.61,3.195699692
17.62,3.193567276
17.63,3.209201813
17.64,3.199253082
17.65,3.205648422
17.66,3.197832108
17.67,3.198541641
17.68,3.213464737
17.69,3.202095032
17.7,3.209911346
17.71,3.204227448
17.72,3.203516006
17.73,3.218439102
17.74,3.206359863
17.75,3.214885712
17.76,3.208490372
17.77,3.207780838
17.78,3.219150543
17.79,3.211334229
17.8,3.217729568
17.81,3.211334229
17.82,3.212755203
17.83,3.225545883
17.84,3.216306686
17.85,3.222703934
17.86,3.215597153
17.87,3.217018127
17.88,3.228387833
17.89,3.221281052
17.9,3.225545883
17.91,3.221281052
17.92,3.219860077
17.93,3.231941223
17.94,3.226255417
17.95,3.231941223
17.96,3.225545883
17.97,3.223413467
17.98,3.240468979
17.99,3.229099274
18,3.234783173
18.01,3.231229782
18.02,3.229099274
18.03,3.241889954
18.04,3.234783173
18.05,3.241178513
18.06,3.234073639
18.07,3.233362198
18.08,3.247573853
18.09,3.238336563
18.1,3.244731903
18.11,3.238336563
18.12,3.238336563
18.13,3.250417709
18.14,3.241889954
18.15,3.248285294
18.16,3.241889954
18.17,3.241889954
18.18,3.255392075
18.19,3.246864319
18.2,3.253969193
18.21,3.244731903
18.22,3.246864319
18.23,3.259654999
18.24,3.251127243
18.25,3.256813049
18.26,3.250417709
18.27,3.251127243
18.28,3.263917923
18.29,3.255392075
18.3,3.261787415
18.31,3.253259659
18.32,3.253969193
18.33,3.268892288
18.34,3.26036644
18.35,3.26676178
18.36,3.256813049
18.37,3.259654999
18.38,3.271024704
18.39,3.263917923
18.4,3.271024704
18.41,3.262496948
18.42,3.262496948
18.43,3.275999069
18.44,3.267471313
18.45,3.27315712
18.46,3.266050339
18.47,3.268182755
18.48,3.280261993
18.49,3.271736145
18.5,3.277420044
18.51,3.270313263
18.52,3.272445679
18.53,3.284526825
18.54,3.276708603
18.55,3.283815384
18.56,3.271736145
18.57,3.275999069
18.58,3.288080215
18.59,3.280261993
18.6,3.287368774
18.61,3.275287628
18.62,3.280261993
18.63,3.293764114
18.64,3.285236359
18.65,3.291631699
18.66,3.280973434
18.67,3.285236359
18.68,3.295185089
18.69,3.288789749
18.7,3.297317505
18.71,3.285236359
18.72,3.288789749
18.73,3.301580429
18.74,3.293764114
18.75,3.300159454
18.76,3.28950119
18.77,3.29234314
18.78,3.30513382
18.79,3.297317505
18.8,3.303712845
18.81,3.293764114
18.82,3.298027039
18.83,3.307975769
18.84,3.298027039
18.85,3.307266235
18.86,3.297317505
18.87,3.300870895
18.88,3.313661575
18.89,3.30513382
18.9,3.310108185
18.91,3.303001404
18.92,3.304424286
18.93,3.316503525
18.94,3.309396744
18.95,3.316503525
18.96,3.305845261
18.97,3.310108185
18.98,3.320768356
18.99,3.31508255
19,3.319345474
